freq_GHz,L3,C_0_IALU,C_0_FPU,C_0_FPIW,C_0_REN,C_0_ROB,C_0_MMU,C_0_SQ,C_0_BTB,C_0_DC,C_0_IW,C_0_CALU,C_0_RBB,C_0_Other,C_0_L2,C_0_IRF,C_0_LQ,C_0_BP,C_0_IC,C_0_IB,C_0_ID,C_0_FPRF,C_1_IALU,C_1_FPU,C_1_FPIW,C_1_REN,C_1_ROB,C_1_MMU,C_1_SQ,C_1_BTB,C_1_DC,C_1_IW,C_1_CALU,C_1_RBB,C_1_Other,C_1_L2,C_1_IRF,C_1_LQ,C_1_BP,C_1_IC,C_1_IB,C_1_ID,C_1_FPRF,C_2_IALU,C_2_FPU,C_2_FPIW,C_2_REN,C_2_ROB,C_2_MMU,C_2_SQ,C_2_BTB,C_2_DC,C_2_IW,C_2_CALU,C_2_RBB,C_2_Other,C_2_L2,C_2_IRF,C_2_LQ,C_2_BP,C_2_IC,C_2_IB,C_2_ID,C_2_FPRF,C_3_IALU,C_3_FPU,C_3_FPIW,C_3_REN,C_3_ROB,C_3_MMU,C_3_SQ,C_3_BTB,C_3_DC,C_3_IW,C_3_CALU,C_3_RBB,C_3_Other,C_3_L2,C_3_IRF,C_3_LQ,C_3_BP,C_3_IC,C_3_IB,C_3_ID,C_3_FPRF
2.3,0.24499494,0.25253398,0.358035695,0.1024629728,0.050144055,0.0665551997906,0.386728957,0.2232138099,0.2312979493,0.0592487184,0.00799762635,0.164017935,0.288389869,0.0268847645,0.0090226307,0.0501336527,0.1270111645,0.779935753,0.125966589,0.05353034682,0.121247622,0.053139836,0.39124698,0.394135695,0.0992794728,0.031397555,0.0665551997906,0.298127957,0.1714718099,0.1827979493,0.0455009184,0.00618482635,0.211638935,0.224515869,0.0126772145,0.0041202507,0.0314417527,0.0793183645,0.498220753,0.100207489,0.04105774682,0.073795122,0.051423816,0.39948598,0.413470695,0.1039929728,0.032531855,0.0665551997906,0.311207957,0.1791108099,0.1910349493,0.0475305184,0.00645244635,0.214460935,0.230066869,0.0128734545,0.0042061807,0.0326572527,0.0824198645,0.516489753,0.104010189,0.04289914682,0.075981322,0.051320656,0.39800698,0.409370695,0.1029659728,0.032235255,0.0665551997906,0.308153957,0.1773278099,0.1891339493,0.0470567184,0.00638997635,0.213947935,0.228695869,0.0127986745,0.0041771207,0.0323361527,0.0816003645,0.511621753,0.103122389,0.04246924682,0.075452022,0.051302438
2.4,0.24271679,0.262141348,0.392711255,0.1124606412,0.054969349,0.0690460532422,0.42423305,0.2449609002,0.2537629625,0.0650103355,0.00876374125,0.170260569,0.311318157,0.0290454072,0.009786819,0.0550050034,0.1394140212,0.854210285,0.137503931,0.05875457336,0.13215739,0.055587959,0.412639348,0.426448255,0.1074516412,0.033901749,0.0690460532422,0.32225605,0.1854099002,0.1975989625,0.0491894355,0.00667799125,0.221927569,0.238962157,0.0134487372,0.004394739,0.0339864034,0.0857749212,0.537518285,0.107815831,0.04439967336,0.07922459,0.053754469,0.421789348,0.448325255,0.1128306412,0.035237249,0.0690460532422,0.33742905,0.1942699002,0.2071419625,0.0515434355,0.00698833125,0.225061569,0.245452157,0.0136898772,0.004498659,0.0354151034,0.0894208212,0.558993285,0.112233131,0.04653557336,0.08179419,0.053673609,0.420177348,0.443857255,0.1117116412,0.034913149,0.0690460532422,0.33410005,0.1923259002,0.2050709625,0.0510269355,0.00692025125,0.224500569,0.243954157,0.0136087272,0.004467429,0.0350644034,0.0885259212,0.553682285,0.111263931,0.04606687336,0.08121489,0.053645829
2.5,0.2443684,0.271928515,0.422505135,0.1210777995,0.059133512,0.0715810301996,0.456520122,0.2636561206,0.2730584757,0.0699593545,0.00942270414,0.176620093,0.331636145,0.0309037499,0.0104454273,0.0591581751,0.1499850779,0.917027203,0.147548072,0.0632419762,0.141821959,0.057878974,0.437090515,0.467948135,0.1179967995,0.037136912,0.0715810301996,0.353750122,0.2036421206,0.2169804757,0.0540174545,0.00732143414,0.233319093,0.256825145,0.0143987599,0.0047408273,0.0373027751,0.0942007779,0.588096203,0.117591072,0.0487759762,0.086070759,0.056214894,0.446527515,0.489381135,0.1232327995,0.038405512,0.0715810301996,0.368284122,0.2121291206,0.2261254757,0.0562720545,0.00761860414,0.236551093,0.263017145,0.0146178499,0.0048361073,0.0386590751,0.0976625779,0.608448203,0.121827072,0.0508217762,0.088512659,0.056089054,0.442055515,0.476997135,0.1201287995,0.037503012,0.0715810301996,0.359061122,0.2067441206,0.2203774757,0.0548414545,0.00743004414,0.235010093,0.258851145,0.0143945399,0.0047478773,0.0376916751,0.0951935779,0.593840203,0.119139072,0.0495236762,0.086828959,0.056048054
2.6,0.24401753,0.281894483,0.455463325,0.1305744779,0.063804495,0.0741617795224,0.492059455,0.284243541,0.2943085189,0.0754096786,0.01014773603,0.183095517,0.353806034,0.0328946927,0.0095797465,0.0638847978,0.1620203846,0.989081829,0.158565013,0.06818475574,0.152078927,0.060226717,0.456907483,0.494958325,0.1248884779,0.039293295,0.0741617795224,0.374198455,0.215418541,0.2294535189,0.0571293786,0.00773872603,0.243177517,0.269758034,0.0150799927,0.0044759465,0.0394627978,0.0996749846,0.621576829,0.124166013,0.05159525574,0.090869827,0.058670327,0.468065483,0.520991325,0.1312774779,0.040889495,0.0741617795224,0.392114455,0.225880541,0.2407075189,0.0599080786,0.00810490603,0.247000517,0.277482034,0.0153736027,0.0045855665,0.0411670978,0.1040253846,0.647172829,0.129395013,0.05411695574,0.093928527,0.058554127,0.464829483,0.512040325,0.1290314779,0.040236795,0.0741617795224,0.385447455,0.221987541,0.2365555189,0.0588740786,0.00796864603,0.245879517,0.274469034,0.0152133127,0.0045316465,0.0404663978,0.1022373846,0.636587829,0.127449013,0.05317855574,0.092730727,0.058515297
2.7,0.24364385,0.29204025,0.486308815,0.1395106962,0.068165188,0.07678815046,0.525481308,0.3035892214,0.3142071121,0.0805282076,0.01082905093,0.189688831,0.374896622,0.034760125,0.0101488149,0.0682630004,0.1731669812,1.055704834,0.168987655,0.07282691258,0.161908895,0.06263225,0.47899225,0.527816815,0.1332556962,0.041889188,0.07678815046,0.399039308,0.2297542214,0.2446531121,0.0609195076,0.00824547093,0.253865831,0.284772622,0.015868195,0.0047227649,0.0420839004,0.1063249812,0.661964834,0.132039655,0.05503021258,0.096537795,0.06119981,0.49053425,0.554642815,0.1398416962,0.043531888,0.07678815046,0.417482308,0.2405242214,0.2562341121,0.0637797076,0.00862232093,0.257819831,0.292722622,0.016166805,0.0048343849,0.0438379004,0.1108039812,0.688288834,0.137428655,0.05762601258,0.099670195,0.06108155,0.48749525,0.546271815,0.1377406962,0.042923288,0.07678815046,0.411252308,0.2368852214,0.2523551121,0.0628135076,0.00849502093,0.256773831,0.289903622,0.016019545,0.0047845649,0.0431844004,0.1091349812,0.678421834,0.135608655,0.05674911258,0.098556395,0.06104611
2.8,0.24366413,0.302365818,0.524354636,0.1505125146,0.073457672,0.0794678784,0.566664981,0.3274602117,0.3388242653,0.0868471467,0.01166852082,0.196398045,0.40009011,0.037050046,0.0108346632,0.0735694141,0.1866838979,1.136445255,0.181702196,0.07855884731,0.173929564,0.065855672,0.504760818,0.570255636,0.1440345146,0.045192172,0.0794610247208,0.431014981,0.2482502117,0.2642822653,0.0658132467,0.00889769082,0.265873045,0.30309611,0.016825846,0.0050264532,0.0454528141,0.1148838979,0.713696255,0.142018196,0.05946704731,0.103551164,0.064187892,0.516762818,0.598134636,0.1508835146,0.046903172,0.0794610247208,0.450184981,0.2594442117,0.2763152653,0.0687857467,0.00928925082,0.269992045,0.31136811,0.017133046,0.0051422532,0.0472792141,0.1195478979,0.741099255,0.147626196,0.06216504731,0.106797864,0.064095312,0.514286818,0.591336636,0.1491755146,0.046410572,0.0794610247208,0.445126981,0.2564902117,0.2731712653,0.0680013467,0.00918594082,0.269135045,0.30908211,0.017014546,0.0051023332,0.0467485141,0.1181928979,0.733082255,0.146146196,0.06145314731,0.105917264,0.064068683
2.9,0.24329942,0.312870286,0.570344777,0.163795943,0.079857895,0.0821804178508,0.616399733,0.3563185721,0.3685980085,0.0944882947,0.01268215871,0.203223139,0.429814298,0.039788409,0.0116415215,0.0800172708,0.2031171946,1.234373874,0.196945437,0.08549156055,0.188281632,0.068433165,0.528890286,0.607530777,0.153523943,0.048183395,0.0821804178508,0.459283733,0.2645745721,0.2815620085,0.0701288947,0.00947379871,0.277384139,0.319912298,0.017729609,0.0053105915,0.0484835708,0.1225791946,0.760366874,0.150931437,0.06337946055,0.109967032,0.066886025,0.541400286,0.636668777,0.160689943,0.049919095,0.0821804178508,0.479211733,0.2762105721,0.2940880085,0.0732184947,0.00988072871,0.281667139,0.328426298,0.018011709,0.0054195415,0.0503348708,0.1273081946,0.788102874,0.156767437,0.06618406055,0.113270932,0.066784345,0.539809286,0.632302777,0.159591943,0.049603895,0.0821804178508,0.475958733,0.2743115721,0.2920710085,0.0727141947,0.00981430871,0.281111139,0.326959298,0.017936109,0.0053943315,0.0499926708,0.1264341946,0.782926874,0.155815437,0.06572636055,0.112737132,0.066764391
3.0,0.24298199,0.323554453,0.600208228,0.172465041,0.084106448,0.0849437648744,0.648764856,0.3750283525,0.3878353617,0.0994331558,0.01334056661,0.210166143,0.450632286,0.041558331,0.0121863299,0.0842441905,0.2138779013,1.298700172,0.207127579,0.08997725229,0.1979257,0.071055328,0.559400453,0.661938228,0.167329041,0.052379548,0.0849437648744,0.500115856,0.2882293525,0.3066743617,0.0763892558,0.01030606661,0.291132143,0.342444286,0.018892231,0.0056848199,0.0527872905,0.1335259013,0.826106172,0.163546579,0.06905755229,0.1187067,0.069656088,0.570876453,0.688002228,0.173721041,0.053885348,0.0849437648744,0.517780856,0.2985443525,0.3177913617,0.0791276558,0.01066666661,0.295058143,0.349907286,0.019114331,0.0057743699,0.0543929905,0.1376269013,0.850119172,0.168725579,0.07154355229,0.1215711,0.069558168,0.565283453,0.672619228,0.169853041,0.052759548,0.0849437648744,0.506325856,0.2918553525,0.3106633617,0.0773518558,0.01043286661,0.293133143,0.344703286,0.018847331,0.0056830999,0.0531906905,0.1345559013,0.831993172,0.165367579,0.06993145229,0.1194948,0.069519248
3.1,0.24168255,0.334417521,0.638644999,0.18359783,0.089519192,0.0877523415554,0.690361639,0.3991216329,0.4126333449,0.1058059318,0.0141871485,0.217225027,0.476329074,0.043809594,0.0128632382,0.0896695201,0.227700048,1.381217587,0.22003542,0.09575912403,0.210041369,0.074118731,0.581897521,0.693712999,0.17546083,0.054951192,0.087752410156,0.524450639,0.3022446329,0.3214893449,0.0800887318,0.0108011485,0.302186027,0.357520074,0.019668594,0.0059251882,0.0553608201,0.140052048,0.865874587,0.17134442,0.07241112403,0.124371069,0.072471391,0.597116521,0.729873999,0.18438283,0.057164792,0.087752410156,0.549320639,0.3167666329,0.3370953449,0.0839437318,0.0113087485,0.307398027,0.368269074,0.020050894,0.0060704482,0.0577156201,0.146068048,0.901157587,0.17864342,0.07591112403,0.128579369,0.072387031,0.593635521,0.720314999,0.18197783,0.056466392,0.087752410156,0.542202639,0.3126106329,0.3326713449,0.0828404318,0.0111634485,0.306194027,0.365037074,0.019886594,0.0060147482,0.0569671201,0.144155048,0.889868587,0.17655442,0.07490942403,0.127320769,0.072359621
3.2,0.24240794,0.345461288,0.688767081,0.198079358,0.096555805,0.0906090929192,0.744504312,0.4305334532,0.4450099781,0.1141189228,0.0152891064,0.224400821,0.508657662,0.046710487,0.0137172665,0.0967658798,0.2457916947,1.4888557,0.236651061,0.10330407477,0.225593437,0.076974554,0.613313288,0.750959081,0.190035358,0.059393605,0.0906090929192,0.567621312,0.3272514532,0.3480199781,0.0867046228,0.0116803064,0.316355821,0.381275662,0.020881987,0.0063178665,0.0599109798,0.1516266947,0.9354127,0.184690061,0.07841277477,0.133603437,0.075435264,0.623646288,0.771993081,0.195116358,0.060470005,0.0906090929192,0.581061312,0.3350994532,0.3565049781,0.0887876228,0.0119545064,0.319890821,0.386798662,0.020992287,0.0063682365,0.0610588798,0.1545596947,0.9525187,0.188638061,0.08030407477,0.135655437,0.075290294,0.621418288,0.765899081,0.193580358,0.060027105,0.0906090929192,0.576518312,0.3324464532,0.3536879781,0.0880835228,0.0118618064,0.319118821,0.384740662,0.020888287,0.0063343965,0.0605813798,0.1533396947,0.9453117,0.187304061,0.07966477477,0.134882437,0.075265614
3.3,0.24258927,0.356681956,0.724347493,0.208423646,0.101559068,0.0935091479878,0.783117184,0.4528728736,0.4679602812,0.1200222329,0.01607384329,0.231693495,0.53294195,0.0487819,0.0143581348,0.1017385895,0.2584578714,1.564384089,0.248729502,0.1086601065,0.236953405,0.079837675,0.638417956,0.788915493,0.199734646,0.062413868,0.0935091479878,0.596355184,0.3438218736,0.3655402812,0.0910797329,0.01226444329,0.328403495,0.39853095,0.021761,0.0065926048,0.0629450895,0.1593278714,0.982051089,0.193814502,0.0823802065,0.140183405,0.078382115,0.654916956,0.826582493,0.208995646,0.064700768,0.0935091479878,0.622096184,0.3588518736,0.3816832812,0.0950687329,0.01278944329,0.334065495,0.40964595,0.0221465,0.0067399848,0.0653784895,0.1655458714,1.018477089,0.201383502,0.0860023065,0.144485405,0.078272395,0.651203956,0.816418493,0.206433646,0.063959468,0.0935091479878,0.614521184,0.3544288736,0.3769832812,0.0938948329,0.01263494329,0.332779495,0.40620595,0.0219738,0.0066813948,0.0645823895,0.1635118714,1.006478089,0.199155502,0.0849364065,0.143173405,0.078239905
3.4,0.24234514,0.368083423,0.767618215,0.220934725,0.107706942,0.0964547877798,0.829827457,0.479931954,0.4958472744,0.1271768629,0.01702326118,0.239102019,0.561623138,0.051255723,0.0151022532,0.1078993992,0.2741606281,1.658006198,0.263208744,0.11515322024,0.250613974,0.082758217,0.664628423,0.829294215,0.210045725,0.065620042,0.096455667331,0.626879457,0.361431954,0.3841582744,0.0957291629,0.01288486118,0.340909019,0.416658138,0.022683723,0.0068840532,0.0661734992,0.1675246281,1.031718198,0.203480744,0.08659692024,0.147097974,0.081419707,0.678451423,0.859360215,0.217392725,0.067331042,0.096455667331,0.646901457,0.373122954,0.3967422744,0.0988315629,0.01329316118,0.345637019,0.425159138,0.022929123,0.0069831132,0.0679922992,0.1721726281,1.058896198,0.209373744,0.08941412024,0.150336974,0.081300927,0.673746423,0.846491215,0.214149725,0.066389842,0.096455667331,0.637318457,0.367526954,0.3907912744,0.0973466629,0.01309776118,0.344013019,0.420796138,0.022712623,0.0069097632,0.0669862992,0.1696016281,1.043735198,0.206552744,0.08806572024,0.148644974,0.081266307
3.5,0.24215517,0.379663691,0.822874247,0.236949653,0.115414195,0.0994476083136,0.88965063,0.5146407544,0.5315369776,0.136358814,0.01823956308,0.246627513,0.597122026,0.0529020983,0.0160442315,0.1156581288,0.2939459948,1.775561604,0.281572785,0.12348841398,0.267735742,0.085787,0.699289691,0.892378247,0.226083653,0.070544395,0.0994476083136,0.67433863,0.3889227544,0.4132969776,0.102998814,0.01385016308,0.356358513,0.442652026,0.0228960983,0.0073157715,0.0712133288,0.1803489948,1.108681604,0.218150785,0.09319351398,0.157265742,0.08457545,0.715616691,0.929040247,0.235087653,0.072695095,0.0994476083136,0.69919463,0.4034357544,0.4288919776,0.106849814,0.01435686308,0.361945513,0.453318026,0.0232025983,0.0074413215,0.0734981288,0.1861889948,1.142801604,0.225471785,0.09669071398,0.161330742,0.08445279,0.711669691,0.918254247,0.232367653,0.071906595,0.0994476083136,0.69116263,0.3987457544,0.4239079776,0.105605814,0.01419316308,0.360577513,0.449661026,0.0230243983,0.0073801215,0.0726533288,0.1840299948,1.130071604,0.223106785,0.09556061398,0.159936742,0.08442469
3.6,0.24020532,0.391424758,0.860206132,0.248411451,0.121014708,0.102485796602,0.932390703,0.5393683347,0.5569274108,0.142890091,0.01910705197,0.254268907,0.623852815,0.0549685466,0.0167187998,0.1212208085,0.3081200214,1.859038876,0.294927626,0.12941669072,0.28028351,0.088967635,0.728223758,0.937308132,0.238106451,0.074322208,0.102486190178,0.710273703,0.4096783347,0.4352204108,0.108480091,0.01458015197,0.369896907,0.463520815,0.0238715466,0.0076508998,0.0750328085,0.1900550214,1.166618876,0.229446626,0.09816579072,0.16530651,0.087764175,0.748709758,0.984885132,0.249833451,0.077199508,0.102486190178,0.742750703,0.4286413347,0.4555834108,0.113511091,0.01524205197,0.376907907,0.477564815,0.0243295466,0.0078300598,0.0780848085,0.1978560214,1.212238876,0.239020626,0.10273469072,0.17073751,0.087660185,0.741312758,0.964706132,0.244734451,0.075714108,0.102486190178,0.727693703,0.4198493347,0.4462294108,0.111179091,0.01493515197,0.374361907,0.470687815,0.0239976466,0.0077151998,0.0765037085,0.1938150214,1.188448876,0.234582626,0.10061669072,0.16802851,0.087622015
3.7,0.24194251,0.403363626,0.925533368,0.26737116,0.130118562,0.1055737863,1.003211176,0.5804847451,0.599262604,0.1537686931,0.02054633086,0.262028201,0.665300303,0.0584547949,0.0178225682,0.1303764682,0.3314787381,1.997281856,0.316586268,0.13929305046,0.300406779,0.092494414,0.759701626,0.990333368,0.25161016,0.078482162,0.105569666833,0.750200176,0.4327567451,0.459632604,0.1145756931,0.01539103086,0.384363201,0.486195303,0.0249251949,0.0080141382,0.0792495682,0.2007747381,1.231021856,0.241936268,0.10369705046,0.174089779,0.091035474,0.780131626,1.037604368,0.26330516,0.081337762,0.105569666833,0.782539176,0.4516387451,0.479907604,0.1195856931,0.01604993086,0.391359201,0.500162303,0.0253704949,0.0081895282,0.0822777682,0.2085157381,1.276251856,0.251478268,0.10824705046,0.179471779,0.090925444,0.777055626,1.029224368,0.26118616,0.080724962,0.105569666833,0.776281176,0.4479857451,0.476032604,0.1186156931,0.01592243086,0.390286201,0.497314303,0.0252336949,0.0081433282,0.0816183682,0.2068307381,1.266321856,0.249632268,0.10736605046,0.178416779,0.090899044
3.8,0.24194958,0.415482294,0.956843924,0.276483808,0.134745815,0.108699329501,1.037104148,0.6000320455,0.6193105672,0.1589216231,0.02123270176,0.269903295,0.687667591,0.0600109131,0.0183505465,0.1349711378,0.3431761948,2.067332055,0.327369709,0.1439704932,0.310566247,0.095748046,0.792588294,1.048569924,0.266538808,0.083074315,0.108699329501,0.794387148,0.4583160455,0.4866775672,0.1213286231,0.01628840176,0.399365295,0.510902591,0.0260712131,0.0084104865,0.0839162378,0.2126441948,1.302332055,0.255702709,0.1098244932,0.183708247,0.094410216,0.816247294,1.102529924,0.279871808,0.086387015,0.108699329501,0.831442148,0.4799520455,0.5098835672,0.1270676231,0.01704320176,0.407464295,0.527016591,0.0266043131,0.0086186665,0.0874266378,0.2216191948,1.354772055,0.266643709,0.1150374932,0.189933247,0.094292106,0.808414294,1.081209924,0.274479808,0.084816815,0.108699329501,0.815535148,0.4706640455,0.5000085672,0.1246036231,0.01671920176,0.404765295,0.519742591,0.0262597131,0.0084987165,0.0857555378,0.2173461948,1.329652055,0.261946709,0.1127994932,0.187090247,0.094245386
3.9,0.24169094,0.427781761,1.01898878,0.294449437,0.143471538,0.111877579,1.104118021,0.6389103059,0.6594093204,0.1692018832,0.02259326765,0.277895389,0.727513679,0.0632271014,0.0193866648,0.1437708475,0.3656244215,2.199360634,0.34795385,0.15330501893,0.329742516,0.099123358,0.826650761,1.10771878,0.281655437,0.087721638,0.111874505726,0.839082021,0.4841653059,0.5140153204,0.1281558832,0.01719556765,0.414831389,0.535921679,0.0272201014,0.0088096048,0.0886343475,0.2246434215,1.373630634,0.26963785,0.11602001893,0.193449516,0.097850328,0.851476761,1.16454878,0.295710437,0.091233138,0.111874505726,0.878199021,0.5070053059,0.5385023204,0.1342138832,0.01799226765,0.423332389,0.552968679,0.0277883014,0.0090309648,0.0923533475,0.2341524215,1.429180634,0.28119685,0.12152301893,0.200028516,0.097729298,0.845081761,1.14714878,0.291306437,0.089952138,0.111874505726,0.865205021,0.4994173059,0.5304443204,0.1322008832,0.01772756765,0.421118389,0.547029679,0.0275082014,0.0089337948,0.0909872475,0.2306594215,1.408640634,0.27735685,0.11969501893,0.197749516,0.097686368
4.0,0.24157046,0.440258029,1.071310947,0.309756075,0.150871811,0.115098639,1.161220994,0.6719975662,0.6932958936,0.1779434752,0.02375153054,0.286003283,0.761912567,0.0659333397,0.0202659332,0.1511226372,0.3843734782,2.310534828,0.365634892,0.16124162967,0.346196384,0.102523,0.860344029,1.165380947,0.296407075,0.092271211,0.115108444,0.882703994,0.5093805662,0.5406628936,0.1348134752,0.01808053054,0.430223283,0.560527567,0.0283441397,0.0092006432,0.0932433372,0.2363634782,1.444054828,0.283273892,0.12206162967,0.203013384,0.10136306,0.885979029,1.224000947,0.310908075,0.095893911,0.115106504,0.923040994,0.5329325662,0.5659108936,0.1410594752,0.01890193054,0.438998283,0.578117567,0.0289251397,0.0094282132,0.0970775372,0.2461684782,1.501294828,0.295201892,0.12773662967,0.209803384,0.10123449,0.883321029,1.216830947,0.309090075,0.095374211,0.115107074,0.917691994,0.5298085662,0.5626058936,0.1402314752,0.01879293054,0.438073283,0.575686567,0.0288124397,0.0093898032,0.0965166372,0.2447334782,1.492844828,0.293619892,0.12698362967,0.208938384,0.10121046
